Position,Cell,,10 frames before rupture,,,,,,,,,,Start of rupture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 frames after rupture starts
1,1,,,,,-0.006137,-0.007880,0.049057,0.001688,-0.059054,-0.031995,0.000000,1.000000,0.751235,0.604165,0.290282
