,,,,,,,,,Constriction Passage
Date,Position number,Duration of movie,Cell #, Initial time point,Initial X,Initial Y,Constriction size?,Notes,Constriction #,Time starting,Time finishing,Duration,Successful? (1 or 0)
MDA-MD-468 NLS-copGFP H2B-tdTomato 0to10FBS 2umConstrictions 10minPerImage (NLS + H2B),1,110,3,1,1003.88,676.585,2,,1,2,9,7,1,
